Merchant_id,pos_ratio,Pos_Count,total_count
16608,0.0,0,15
16609,0.0,0,114
16610,0.0,0,7
16611,0.0,0,16
16612,0.0,0,74
16613,0.0,0,161
16614,0.0,0,122
16615,0.0,0,27
16700,0.0,0,28
16702,0.0,0,32
16703,0.0,0,16
16705,0.0,0,136
16707,0.0,0,8
16708,0.0,0,20
16710,0.0,0,42
16713,0.0,0,17
16714,0.0,0,47
16715,0.0,0,17
16800,0.0,0,4
16801,0.0,0,110
16802,0.0,0,58
16804,0.0,0,14
16805,0.0,0,17
16806,0.0,0,20
16807,0.0,0,42
16808,0.0,0,19
16809,0.0,0,185
16810,0.0,0,11
16811,0.0,0,39
16812,0.0,0,15
16814,0.0,0,31
16815,0.0,0,17
16900,0.0,0,25
16902,0.0,0,113
16903,0.0,0,206
16904,0.0,0,63
16905,0.0,0,11
16906,0.0,0,42
16907,0.0,0,17
16908,0.0,0,80
16909,0.0,0,31
16910,0.0,0,19
16911,0.0,0,185
16912,0.0,0,29
16913,0.0,0,7
16914,0.0,0,111
16915,0.0,0,26
17000,0.0,0,83
17001,0.0,0,43
17002,0.0,0,21
17004,0.0,0,40
17005,0.0,0,16
17006,0.0,0,12
17007,0.0,0,12
17008,0.0,0,18
17009,0.0,0,26
17011,0.0,0,48
17012,0.0,0,10
17014,0.0,0,578
17015,0.0,0,14
17103,0.0,0,142
17105,0.0,0,143
17106,0.0,0,134
17107,0.0,0,14
17108,0.0,0,22
17109,0.0,0,33
17110,0.0,0,135
17111,0.0,0,59
17112,0.0,0,18
17113,0.0,0,627
17115,0.0,0,61
17200,0.0,0,44
17201,0.0,0,24
17202,0.0,0,30
17203,0.0,0,48
17207,0.0,0,62
17208,0.0,0,31
17209,0.0,0,12
17210,0.0,0,211
17211,0.0,0,66
17213,0.0,0,42
17214,0.0,0,16
17300,0.0,0,96
17301,0.0,0,29
17302,0.0,0,42
17304,0.0,0,59
17305,0.0,0,20
17306,0.0,0,280
17307,0.0,0,17
17308,0.0,0,15
17309,0.0,0,265
17310,0.0,0,23
17311,0.0,0,17
17312,0.0,0,178
17314,0.0,0,31
17315,0.0,0,99
17400,0.0,0,19
17401,0.0,0,10
17402,0.0,0,23
17403,0.0,0,71
17404,0.0,0,47
17406,0.0,0,36
17408,0.0,0,49
17409,0.0,0,36
17410,0.0,0,4
17412,0.0,0,50
17414,0.0,0,29
17415,0.0,0,41
17500,0.0,0,65
17501,0.0,0,26
17502,0.0,0,18
17504,0.0,0,111
17505,0.0,0,72
17508,0.0,0,110
17509,0.0,0,21
17511,0.0,0,48
17513,0.0,0,145
17514,0.0,0,314
17515,0.0,0,34
17600,0.0,0,33
17601,0.0,0,88
17603,0.0,0,37
17605,0.0,0,111
17607,0.0,0,25
17608,0.0,0,43
17609,0.0,0,30
17610,0.0,0,18
17611,0.0,0,45
17612,0.0,0,20
17613,0.0,0,28
17614,0.0,0,95
17701,0.0,0,18
17702,0.0,0,20
17703,0.0,0,72
17704,0.0,0,175
17705,0.0,0,116
17706,0.0,0,67
17708,0.0,0,112
17709,0.0,0,20
17710,0.0,0,37
17711,0.0,0,28
17712,0.0,0,73
17713,0.0,0,14
17714,0.0,0,56
17715,0.0,0,56
17801,0.0,0,37
17802,0.0,0,97
17803,0.0,0,211
17805,0.0,0,84
17806,0.0,0,81
17807,0.0,0,82
17808,0.0,0,20
17809,0.0,0,28
17810,0.0,0,24
17811,0.0,0,15
17812,0.0,0,84
17814,0.0,0,56
17815,0.0,0,128
17900,0.0,0,288
17901,0.0,0,36
17902,0.0,0,80
17905,0.0,0,21
17906,0.0,0,23
17907,0.0,0,30
17908,0.0,0,35
17910,0.0,0,45
17911,0.0,0,21
17912,0.0,0,55
17915,0.0,0,14
18000,0.0,0,16
18004,0.0,0,10
18005,0.0,0,9
18006,0.0,0,32
18007,0.0,0,33
18008,0.0,0,43
18011,0.0,0,37
18013,0.0,0,30
18014,0.0,0,29
18015,0.0,0,30
18100,0.0,0,110
18101,0.0,0,188
18103,0.0,0,13
18105,0.0,0,158
18106,0.0,0,28
18107,0.0,0,13
18108,0.0,0,44
18109,0.0,0,12
18110,0.0,0,33
18112,0.0,0,25
18114,0.0,0,21
18200,0.0,0,49
18201,0.0,0,24
18202,0.0,0,83
18203,0.0,0,21
18204,0.0,0,29
18205,0.0,0,48
18206,0.0,0,1433
18207,0.0,0,20
18208,0.0,0,94
18209,0.0,0,13
18210,0.0,0,21
18211,0.0,0,81
18213,0.0,0,52
18214,0.0,0,43
18215,0.0,0,33
18300,0.0,0,43
18301,0.0,0,48
18302,0.0,0,29
18303,0.0,0,35
18304,0.0,0,342
18305,0.0,0,236
18306,0.0,0,40
18307,0.0,0,43
18308,0.0,0,26
18309,0.0,0,4
18310,0.0,0,29
18311,0.0,0,98
18312,0.0,0,16
18313,0.0,0,8
18314,0.0,0,41
18315,0.0,0,25
18401,0.0,0,70
18402,0.0,0,27
18404,0.0,0,9
18406,0.0,0,7
18407,0.0,0,38
18408,0.0,0,26
18411,0.0,0,18
18413,0.0,0,59
18414,0.0,0,65
18415,0.0,0,180
18500,0.0,0,13
18501,0.0,0,16
18503,0.0,0,48
18504,0.0,0,42
18505,0.0,0,21
18506,0.0,0,23
18507,0.0,0,286
18508,0.0,0,41
18510,0.0,0,115
18512,0.0,0,214
18513,0.0,0,103
18514,0.0,0,30
18515,0.0,0,117
18600,0.0,0,92
18602,0.0,0,61
18603,0.0,0,59
18604,0.0,0,16
18606,0.0,0,37
18607,0.0,0,111
18608,0.0,0,21
18609,0.0,0,87
18610,0.0,0,715
18611,0.0,0,195
18612,0.0,0,32
18613,0.0,0,20
18614,0.0,0,59
18615,0.0,0,28
18700,0.0,0,66
18701,0.0,0,82
18702,0.0,0,37
18703,0.0,0,10
18704,0.0,0,28
18705,0.0,0,49
18706,0.0,0,125
18707,0.0,0,44
18708,0.0,0,64
18709,0.0,0,159
18710,0.0,0,18
18711,0.0,0,50
18713,0.0,0,60
18714,0.0,0,62
18715,0.0,0,41
18800,0.0,0,84
18802,0.0,0,32
18803,0.0,0,1
18804,0.0,0,47
18806,0.0,0,82
18808,0.0,0,25
18809,0.0,0,127
18811,0.0,0,143
18813,0.0,0,16
18814,0.0,0,66
18900,0.0,0,25
18902,0.0,0,138
18903,0.0,0,8
18904,0.0,0,19
18905,0.0,0,46
18909,0.0,0,89
18910,0.0,0,18
18911,0.0,0,50
18914,0.0,0,66
18915,0.0,0,120
19000,0.0,0,46
19001,0.0,0,267
19002,0.0,0,24
19003,0.0,0,57
19004,0.0,0,64
19005,0.0,0,17
19006,0.0,0,23
19007,0.0,0,30
19008,0.0,0,60
19009,0.0,0,26
19010,0.0,0,224
19011,0.0,0,141
19012,0.0,0,19
19013,0.0,0,31
19014,0.0,0,13
19015,0.0,0,19
19100,0.0,0,13
19102,0.0,0,34
19103,0.0,0,68
19104,0.0,0,5
19105,0.0,0,12
19106,0.0,0,8
19109,0.0,0,18
19111,0.0,0,82
19112,0.0,0,41
19113,0.0,0,86
19114,0.0,0,172
19115,0.0,0,117
19201,0.0,0,30
19202,0.0,0,19
19203,0.0,0,64
19204,0.0,0,26
19205,0.0,0,35
19206,0.0,0,34
19207,0.0,0,6
19209,0.0,0,63
19210,0.0,0,20
19211,0.0,0,69
19212,0.0,0,11
19213,0.0,0,11
19214,0.0,0,15
19215,0.0,0,10
19300,0.0,0,99
19301,0.0,0,36
19302,0.0,0,97
19305,0.0,0,40
19306,0.0,0,45
19307,0.0,0,61
19308,0.0,0,36
19309,0.0,0,17
19311,0.0,0,227
19312,0.0,0,19
19313,0.0,0,28
19314,0.0,0,3
19315,0.0,0,56
19400,0.0,0,17
19401,0.0,0,51
19402,0.0,0,20
19403,0.0,0,20
19404,0.0,0,45
19405,0.0,0,44
19406,0.0,0,45
19407,0.0,0,31
19408,0.0,0,8
19410,0.0,0,59
19411,0.0,0,19
19412,0.0,0,60
19414,0.0,0,21
19415,0.0,0,13
19500,0.0,0,27
19501,0.0,0,49
19502,0.0,0,32
19503,0.0,0,32
19504,0.0,0,92
19508,0.0,0,34
19509,0.0,0,85
19510,0.0,0,16
19511,0.0,0,42
19512,0.0,0,76
19514,0.0,0,31
19602,0.0,0,13
19603,0.0,0,26
19604,0.0,0,59
19605,0.0,0,49
19608,0.0,0,24
19609,0.0,0,92
19611,0.0,0,141
19612,0.0,0,102
19613,0.0,0,20
19615,0.0,0,87
19700,0.0,0,30
19701,0.0,0,99
19702,0.0,0,35
19704,0.0,0,3
19705,0.0,0,108
19706,0.0,0,68
19707,0.0,0,21
19708,0.0,0,11
19709,0.0,0,21
19711,0.0,0,101
19712,0.0,0,623
19713,0.0,0,103
19714,0.0,0,23
19715,0.0,0,105
19800,0.0,0,21
19802,0.0,0,30
19803,0.0,0,6
19804,0.0,0,21
19805,0.0,0,43
19807,0.0,0,22
19808,0.0,0,10
19810,0.0,0,9
19811,0.0,0,18
19812,0.0,0,12
19813,0.0,0,82
19814,0.0,0,28
19815,0.0,0,11
19900,0.0,0,9
19901,0.0,0,52
19902,0.0,0,7
19903,0.0,0,192
19904,0.0,0,49
19905,0.0,0,13
19906,0.0,0,98
19907,0.0,0,40
19908,0.0,0,20
19909,0.0,0,111
19910,0.0,0,25
19911,0.0,0,41
19912,0.0,0,17
19915,0.0,0,42
20000,0.0,0,130
20002,0.0,0,262
20003,0.0,0,635
20004,0.0,0,38
20006,0.0,0,23
20007,0.0,0,46
20009,0.0,0,22
20011,0.0,0,222
20012,0.0,0,73
20013,0.0,0,17
20014,0.0,0,228
20015,0.0,0,24
20101,0.0,0,305
20103,0.0,0,35
20105,0.0,0,30
20106,0.0,0,20
20107,0.0,0,16
20108,0.0,0,23
20109,0.0,0,24
20110,0.0,0,21
20111,0.0,0,11
20112,0.0,0,37
20113,0.0,0,40
20114,0.0,0,45
20200,0.0,0,24
20201,0.0,0,46
20202,0.0,0,25
20203,0.0,0,24
20204,0.0,0,25
20206,0.0,0,357
20207,0.0,0,63
20209,0.0,0,49
20210,0.0,0,11
20211,0.0,0,39
20212,0.0,0,14
20213,0.0,0,97
20214,0.0,0,28
20215,0.0,0,42
20300,0.0,0,24
20301,0.0,0,31
20302,0.0,0,141
20303,0.0,0,10
20304,0.0,0,73
20305,0.0,0,78
20306,0.0,0,22
20307,0.0,0,27
20308,0.0,0,43
20309,0.0,0,79
20310,0.0,0,8
20311,0.0,0,29
20313,0.0,0,171
20314,0.0,0,375
20315,0.0,0,22
20400,0.0,0,43
20401,0.0,0,92
20402,0.0,0,87
20403,0.0,0,26
20404,0.0,0,42
20405,0.0,0,11
20406,0.0,0,168
20407,0.0,0,30
20408,0.0,0,38
20409,0.0,0,44
20410,0.0,0,108
20411,0.0,0,34
20412,0.0,0,3
20413,0.0,0,35
20414,0.0,0,317
20415,0.0,0,44
20500,0.0,0,47
20501,0.0,0,12
20502,0.0,0,71
20503,0.0,0,28
20504,0.0,0,77
20505,0.0,0,53
20506,0.0,0,92
20507,0.0,0,20
20508,0.0,0,14
20509,0.0,0,34
20510,0.0,0,180
20511,0.0,0,4
20512,0.0,0,144
20513,0.0,0,26
20514,0.0,0,29
20515,0.0,0,36
20600,0.0,0,104
20601,0.0,0,31
20602,0.0,0,21
20603,0.0,0,28
20604,0.0,0,34
20605,0.0,0,57
20606,0.0,0,159
20607,0.0,0,76
20609,0.0,0,29
20610,0.0,0,78
20611,0.0,0,133
20612,0.0,0,254
20613,0.0,0,23
20614,0.0,0,24
20615,0.0,0,205
20700,0.0,0,121
20701,0.0,0,88
20702,0.0,0,15
20703,0.0,0,56
20704,0.0,0,36
20705,0.0,0,71
20706,0.0,0,6
20707,0.0,0,43
20708,0.0,0,40
20709,0.0,0,24
20711,0.0,0,30
20712,0.0,0,44
20714,0.0,0,240
20715,0.0,0,53
20800,0.0,0,52
20801,0.0,0,68
20803,0.0,0,18
20805,0.0,0,57
20808,0.0,0,328
20809,0.0,0,44
20810,0.0,0,19
20811,0.0,0,68
20813,0.0,0,15
20814,0.0,0,53
20815,0.0,0,388
20900,0.0,0,374
20901,0.0,0,114
20903,0.0,0,6
20905,0.0,0,169
20906,0.0,0,233
20907,0.0,0,15
20908,0.0,0,16
20909,0.0,0,49
20910,0.0,0,13
20911,0.0,0,29
20912,0.0,0,26
20913,0.0,0,11
20914,0.0,0,35
20915,0.0,0,66
21000,0.0,0,44
21001,0.0,0,245
21002,0.0,0,68
21003,0.0,0,53
21004,0.0,0,26
21005,0.0,0,44
21006,0.0,0,30
21007,0.0,0,22
21009,0.0,0,53
21010,0.0,0,22
21013,0.0,0,30
21015,0.0,0,51
21100,0.0,0,29
21101,0.0,0,33
21102,0.0,0,52
21103,0.0,0,26
21104,0.0,0,14
21107,0.0,0,71
21108,0.0,0,141
21109,0.0,0,13
21110,0.0,0,21
21111,0.0,0,26
21112,0.0,0,54
21113,0.0,0,18
21114,0.0,0,23
21115,0.0,0,57
21200,0.0,0,4
21201,0.0,0,101
21203,0.0,0,215
21205,0.0,0,69
21206,0.0,0,177
21207,0.0,0,83
21208,0.0,0,56
21210,0.0,0,110
21211,0.0,0,32
21212,0.0,0,20
21213,0.0,0,122
21215,0.0,0,21
21300,0.0,0,32
21301,0.0,0,186
21303,0.0,0,10
21304,0.0,0,86
21305,0.0,0,30
21306,0.0,0,40
21307,0.0,0,18
21309,0.0,0,265
21312,0.0,0,39
21313,0.0,0,50
21400,0.0,0,22
21401,0.0,0,21
21402,0.0,0,47
21403,0.0,0,38
21404,0.0,0,73
21406,0.0,0,34
21407,0.0,0,40
21408,0.0,0,9
21409,0.0,0,16
21410,0.0,0,24
21411,0.0,0,23
21412,0.0,0,355
21413,0.0,0,46
21414,0.0,0,27
21415,0.0,0,43
21500,0.0,0,69
21501,0.0,0,48
21502,0.0,0,26
21503,0.0,0,13
21505,0.0,0,32
21506,0.0,0,26
21508,0.0,0,166
21509,0.0,0,48
21510,0.0,0,151
21511,0.0,0,12
21513,0.0,0,106
21514,0.0,0,103
21515,0.0,0,19
21600,0.0,0,137
21601,0.0,0,11
21602,0.0,0,151
21603,0.0,0,29
21604,0.0,0,10
21607,0.0,0,47
21608,0.0,0,117
21609,0.0,0,112
21610,0.0,0,64
21611,0.0,0,28
21613,0.0,0,41
21614,0.0,0,98
21615,0.0,0,99
21700,0.0,0,103
21701,0.0,0,151
21702,0.0,0,110
21705,0.0,0,3
21706,0.0,0,30
21708,0.0,0,14
21710,0.0,0,90
21711,0.0,0,155
21712,0.0,0,22
21713,0.0,0,43
21714,0.0,0,24
21715,0.0,0,16
21800,0.0,0,26
21801,0.0,0,99
21802,0.0,0,158
21803,0.0,0,61
21804,0.0,0,7
21805,0.0,0,23
21807,0.0,0,64
21808,0.0,0,130
21809,0.0,0,45
21810,0.0,0,72
21811,0.0,0,68
21812,0.0,0,91
21813,0.0,0,27
21814,0.0,0,19
21900,0.0,0,131
21901,0.0,0,48
21902,0.0,0,22
21903,0.0,0,33
21905,0.0,0,43
21906,0.0,0,59
21908,0.0,0,62
21909,0.0,0,32
21910,0.0,0,54
21911,0.0,0,184
21912,0.0,0,28
21913,0.0,0,47
21915,0.0,0,10
22000,0.0,0,42
22001,0.0,0,48
22002,0.0,0,195
22003,0.0,0,47
22004,0.0,0,13
22007,0.0,0,39
22008,0.0,0,26
22009,0.0,0,64
22010,0.0,0,63
22012,0.0,0,24
22013,0.0,0,30
22014,0.0,0,31
22015,0.0,0,266
22100,0.0,0,45
22101,0.0,0,19
22102,0.0,0,11
22103,0.0,0,80
22105,0.0,0,26
22106,0.0,0,19
22107,0.0,0,17
22108,0.0,0,33
22111,0.0,0,41
22112,0.0,0,28
22113,0.0,0,107
22115,0.0,0,27
22200,0.0,0,18
22201,0.0,0,43
22202,0.0,0,240
22203,0.0,0,47
22204,0.0,0,22
22205,0.0,0,34
22206,0.0,0,89
22207,0.0,0,55
22208,0.0,0,41
22210,0.0,0,39
22211,0.0,0,23
22212,0.0,0,57
22213,0.0,0,28
22214,0.0,0,18
22215,0.0,0,63
22300,0.0,0,25
22301,0.0,0,34
22302,0.0,0,14
22303,0.0,0,39
22304,0.0,0,10
22305,0.0,0,18
22306,0.0,0,103
22307,0.0,0,143
22308,0.0,0,19
22309,0.0,0,97
22310,0.0,0,27
22311,0.0,0,38
22313,0.0,0,51
22315,0.0,0,40
22401,0.0,0,120
22402,0.0,0,121
22403,0.0,0,16
22404,0.0,0,24
22405,0.0,0,54
22406,0.0,0,34
22407,0.0,0,3
22408,0.0,0,18
22409,0.0,0,38
22410,0.0,0,45
22411,0.0,0,21
22412,0.0,0,55
22413,0.0,0,33
22414,0.0,0,441
22415,0.0,0,24
22500,0.0,0,34
22501,0.0,0,20
22502,0.0,0,7
22503,0.0,0,264
22504,0.0,0,16
22505,0.0,0,10
22506,0.0,0,36
22508,0.0,0,19
22509,0.0,0,61
22511,0.0,0,125
22512,0.0,0,29
22513,0.0,0,30
22514,0.0,0,38
22600,0.0,0,34
22602,0.0,0,217
22603,0.0,0,47
22604,0.0,0,14
22605,0.0,0,60
22606,0.0,0,23
22607,0.0,0,31
22608,0.0,0,32
22609,0.0,0,192
22611,0.0,0,10
22612,0.0,0,16
22614,0.0,0,90
22615,0.0,0,26
22700,0.0,0,114
22701,0.0,0,50
22702,0.0,0,38
22703,0.0,0,19
22704,0.0,0,350
22705,0.0,0,39
22706,0.0,0,49
22708,0.0,0,17
22709,0.0,0,41
22710,0.0,0,39
22711,0.0,0,37
22713,0.0,0,65
22714,0.0,0,28
22715,0.0,0,13
22801,0.0,0,11
22802,0.0,0,117
22803,0.0,0,108
22804,0.0,0,15
22805,0.0,0,41
22806,0.0,0,10
22807,0.0,0,91
22808,0.0,0,32
22809,0.0,0,61
22810,0.0,0,26
22812,0.0,0,35
22813,0.0,0,41
22814,0.0,0,35
22815,0.0,0,49
22900,0.0,0,24
22901,0.0,0,82
22903,0.0,0,53
22904,0.0,0,16
22905,0.0,0,36
22906,0.0,0,40
22907,0.0,0,114
22909,0.0,0,39
22910,0.0,0,82
22911,0.0,0,47
22912,0.0,0,209
22914,0.0,0,22
22915,0.0,0,15
23001,0.0,0,43
23002,0.0,0,25
23003,0.0,0,26
23004,0.0,0,12
23005,0.0,0,22
23008,0.0,0,44
23009,0.0,0,255
23010,0.0,0,31
23011,0.0,0,54
23014,0.0,0,26
23015,0.0,0,115
23100,0.0,0,17
23102,0.0,0,81
23103,0.0,0,162
23104,0.0,0,57
23105,0.0,0,33
23106,0.0,0,54
23108,0.0,0,9
23109,0.0,0,20
23110,0.0,0,59
23111,0.0,0,114
23112,0.0,0,9
23113,0.0,0,46
23114,0.0,0,101
23115,0.0,0,82
23201,0.0,0,22
23202,0.0,0,26
23203,0.0,0,79
23204,0.0,0,21
23205,0.0,0,45
23207,0.0,0,53
23208,0.0,0,15
23209,0.0,0,27
23210,0.0,0,37
23211,0.0,0,35
23214,0.0,0,49
23215,0.0,0,21
23300,0.0,0,40
23301,0.0,0,11
23302,0.0,0,51
23303,0.0,0,95
23306,0.0,0,45
23307,0.0,0,44
23309,0.0,0,43
23310,0.0,0,2
23311,0.0,0,85
23312,0.0,0,25
23313,0.0,0,43
23314,0.0,0,13
23401,0.0,0,50
23402,0.0,0,36
23403,0.0,0,17
23404,0.0,0,95
23406,0.0,0,38
23407,0.0,0,22
23408,0.0,0,56
23409,0.0,0,22
23410,0.0,0,19
23411,0.0,0,72
23412,0.0,0,34
23413,0.0,0,35
23414,0.0,0,25
23500,0.0,0,25
23501,0.0,0,51
23502,0.0,0,16
23503,0.0,0,17
23504,0.0,0,62
23505,0.0,0,32
23506,0.0,0,47
23507,0.0,0,15
23508,0.0,0,16
23509,0.0,0,28
23510,0.0,0,80
23511,0.0,0,26
23600,0.0,0,75
23601,0.0,0,28
23602,0.0,0,13
23605,0.0,0,52
23606,0.0,0,65
23607,0.0,0,23
23608,0.0,0,33
23609,0.0,0,31
23611,0.0,0,22
23613,0.0,0,23
23614,0.0,0,68
23615,0.0,0,41
23700,0.0,0,19
23701,0.0,0,34
23702,0.0,0,29
23703,0.0,0,46
23704,0.0,0,70
23706,0.0,0,122
23707,0.0,0,16
23709,0.0,0,57
23710,0.0,0,269
23711,0.0,0,28
23712,0.0,0,11
23713,0.0,0,102
23714,0.0,0,12
23715,0.0,0,11
23801,0.0,0,14
23802,0.0,0,54
23803,0.0,0,34
23804,0.0,0,21
23805,0.0,0,30
23806,0.0,0,49
23807,0.0,0,100
23808,0.0,0,30
23809,0.0,0,24
23810,0.0,0,9
23811,0.0,0,125
23814,0.0,0,15
23900,0.0,0,64
23901,0.0,0,22
23902,0.0,0,16
23903,0.0,0,89
23904,0.0,0,40
23906,0.0,0,32
23907,0.0,0,47
23908,0.0,0,88
23909,0.0,0,49
23910,0.0,0,52
23912,0.0,0,61
23913,0.0,0,10
23914,0.0,0,91
23915,0.0,0,24
24001,0.0,0,69
24002,0.0,0,53
24003,0.0,0,11
24004,0.0,0,39
24005,0.0,0,61
24006,0.0,0,21
24007,0.0,0,29
24008,0.0,0,35
24009,0.0,0,163
24010,0.0,0,86
24011,0.0,0,236
24013,0.0,0,341
24015,0.0,0,62
24100,0.0,0,46
24101,0.0,0,40
24102,0.0,0,20
24103,0.0,0,17
24104,0.0,0,36
24105,0.0,0,22
24106,0.0,0,119
24107,0.0,0,12
24109,0.0,0,9
24110,0.0,0,11
24111,0.0,0,36
24112,0.0,0,105
24113,0.0,0,160
24114,0.0,0,70
24115,0.0,0,59
24200,0.0,0,46
24201,0.0,0,54
24202,0.0,0,10
24203,0.0,0,16
24204,0.0,0,17
24205,0.0,0,22
24209,0.0,0,22
24210,0.0,0,96
24211,0.0,0,29
24214,0.0,0,55
24215,0.0,0,20
24300,0.0,0,23
24302,0.0,0,111
24303,0.0,0,71
24304,0.0,0,144
24305,0.0,0,13
24306,0.0,0,64
24307,0.0,0,21
24308,0.0,0,33
24310,0.0,0,297
24311,0.0,0,134
24314,0.0,0,126
24400,0.0,0,16
24401,0.0,0,73
24403,0.0,0,20
24405,0.0,0,84
24406,0.0,0,84
24407,0.0,0,17
24409,0.0,0,17
24410,0.0,0,29
24411,0.0,0,22
24412,0.0,0,31
24413,0.0,0,73
24500,0.0,0,64
24501,0.0,0,30
24502,0.0,0,356
24504,0.0,0,262
24505,0.0,0,59
24506,0.0,0,105
24507,0.0,0,22
24509,0.0,0,26
24510,0.0,0,31
24511,0.0,0,125
24512,0.0,0,9
24513,0.0,0,17
24514,0.0,0,29
24515,0.0,0,89
24600,0.0,0,110
24601,0.0,0,29
24602,0.0,0,51
24603,0.0,0,27
24604,0.0,0,46
24605,0.0,0,106
24606,0.0,0,29
24607,0.0,0,21
24610,0.0,0,86
24611,0.0,0,64
24613,0.0,0,14
24614,0.0,0,29
24615,0.0,0,78
24700,0.0,0,33
24701,0.0,0,54
24702,0.0,0,37
24703,0.0,0,175
24705,0.0,0,139
24706,0.0,0,18
24707,0.0,0,68
24708,0.0,0,550
24709,0.0,0,76
24710,0.0,0,35
24711,0.0,0,102
24713,0.0,0,16
24714,0.0,0,12
24715,0.0,0,298
24800,0.0,0,20
24801,0.0,0,16
24804,0.0,0,21
24805,0.0,0,177
24806,0.0,0,155
24807,0.0,0,35
24808,0.0,0,25
24809,0.0,0,23
24810,0.0,0,19
24811,0.0,0,136
24812,0.0,0,63
24813,0.0,0,40
24815,0.0,0,43
24900,0.0,0,32
24903,0.0,0,267
24904,0.0,0,13
24905,0.0,0,52
24906,0.0,0,56
24907,0.0,0,18
24908,0.0,0,729
24910,0.0,0,24
24911,0.0,0,54
24912,0.0,0,14
24913,0.0,0,14
24914,0.0,0,241
24915,0.0,0,28
25000,0.0,0,55
25001,0.0,0,98
25002,0.0,0,61
25003,0.0,0,11
25004,0.0,0,17
25005,0.0,0,28
25007,0.0,0,44
25008,0.0,0,11
25010,0.0,0,33
25012,0.0,0,18
25013,0.0,0,186
25015,0.0,0,23
25100,0.0,0,34
25102,0.0,0,47
25103,0.0,0,12
25105,0.0,0,30
25106,0.0,0,11
25107,0.0,0,25
25108,0.0,0,28
25109,0.0,0,9
25110,0.0,0,110
25112,0.0,0,30
25113,0.0,0,212
25115,0.0,0,22
25200,0.0,0,258
25202,0.0,0,51
25203,0.0,0,26
25204,0.0,0,23
25205,0.0,0,31
25206,0.0,0,40
25207,0.0,0,49
25208,0.0,0,34
25209,0.0,0,48
25210,0.0,0,50
25211,0.0,0,232
25212,0.0,0,19
25213,0.0,0,27
25214,0.0,0,77
25215,0.0,0,51
25300,0.0,0,15
25302,0.0,0,12
25303,0.0,0,38
25306,0.0,0,18
25307,0.0,0,13
25309,0.0,0,51
25311,0.0,0,17
25312,0.0,0,40
25315,0.0,0,27
25400,0.0,0,166
25402,0.0,0,14
25404,0.0,0,172
25405,0.0,0,39
25406,0.0,0,75
25407,0.0,0,52
25409,0.0,0,127
25410,0.0,0,20
25411,0.0,0,31
25412,0.0,0,34
25413,0.0,0,101
25414,0.0,0,5
25415,0.0,0,18
25500,0.0,0,92
25502,0.0,0,9
25504,0.0,0,31
25505,0.0,0,24
25506,0.0,0,19
25507,0.0,0,49
25509,0.0,0,13
25510,0.0,0,19
25511,0.0,0,28
25512,0.0,0,42
25513,0.0,0,119
25514,0.0,0,59
25515,0.0,0,16
25601,0.0,0,33
25602,0.0,0,12
25603,0.0,0,24
25604,0.0,0,69
25605,0.0,0,17
25608,0.0,0,139
25609,0.0,0,93
25610,0.0,0,16
25612,0.0,0,11
25613,0.0,0,123
25615,0.0,0,36
25700,0.0,0,98
25702,0.0,0,10
25703,0.0,0,7
25704,0.0,0,126
25705,0.0,0,217
25708,0.0,0,230
25709,0.0,0,54
25710,0.0,0,38
25711,0.0,0,58
25712,0.0,0,80
25713,0.0,0,73
25714,0.0,0,30
25715,0.0,0,19
25801,0.0,0,8
25803,0.0,0,13
25804,0.0,0,196
25805,0.0,0,38
25806,0.0,0,104
25809,0.0,0,21
25810,0.0,0,31
25811,0.0,0,27
25812,0.0,0,26
25813,0.0,0,26
25814,0.0,0,22
25815,0.0,0,10
25900,0.0,0,64
25901,0.0,0,11
25902,0.0,0,36
25904,0.0,0,73
25906,0.0,0,650
25907,0.0,0,61
25908,0.0,0,11
25909,0.0,0,33
25910,0.0,0,164
25911,0.0,0,24
25913,0.0,0,60
25914,0.0,0,4
25915,0.0,0,28
26000,0.0,0,53
26002,0.0,0,298
26003,0.0,0,39
26004,0.0,0,74
26005,0.0,0,18
26006,0.0,0,31
26008,0.0,0,469
26009,0.0,0,45
26010,0.0,0,66
26012,0.0,0,14
26013,0.0,0,48
26014,0.0,0,28
26015,0.0,0,97
26100,0.0,0,21
26101,0.0,0,43
26102,0.0,0,15
26103,0.0,0,66
26104,0.0,0,21
26105,0.0,0,53
26106,0.0,0,131
26107,0.0,0,107
26108,0.0,0,10
26109,0.0,0,17
26110,0.0,0,38
26112,0.0,0,120
26114,0.0,0,26
26115,0.0,0,122
26200,0.0,0,335
26201,0.0,0,52
26202,0.0,0,6
26204,0.0,0,76
26205,0.0,0,38
26206,0.0,0,103
26207,0.0,0,57
26208,0.0,0,68
26209,0.0,0,6
26212,0.0,0,56
26213,0.0,0,13
26214,0.0,0,51
26215,0.0,0,36
26300,0.0,0,63
26301,0.0,0,4
26302,0.0,0,35
26303,0.0,0,51
26304,0.0,0,17
26305,0.0,0,21
26306,0.0,0,45
26307,0.0,0,21
26308,0.0,0,233
26309,0.0,0,15
26310,0.0,0,58
26311,0.0,0,26
26312,0.0,0,34
26314,0.0,0,111
26315,0.0,0,215
26400,0.0,0,21
26401,0.0,0,42
26402,0.0,0,47
26403,0.0,0,26
26404,0.0,0,30
26405,0.0,0,13
26406,0.0,0,158
26408,0.0,0,6
26409,0.0,0,42
26410,0.0,0,35
26411,0.0,0,42
